chip,event,split,slope_p90,fp_jrc_permanent_water,fp_wc_open_water,fp_terrain,fp_smooth_built_other,fp_dry_cropland,fp_dry_vegetation,fp_unknown,fn_bright_cropland,fn_bright_cropland_vv_dark,fn_bright_cropland_vv_bright,fn_bright_vegetation,fn_bright_vegetation_vv_dark,fn_bright_vegetation_vv_bright,fn_rough_open_water,fn_rough_open_water_vv_dark,fn_rough_open_water_vv_bright,fn_built,fn_built_vv_dark,fn_built_vv_bright,fn_other,fn_other_vv_dark,fn_other_vv_bright,fp_total,fn_total,tp_total
Bolivia_103757,Bolivia,train,4.255086278915407,0,0,38,0,0,3669,0,0,0,0,3806,2329,1477,0,0,0,0,0,0,0,0,0,3707,3806,31556
Bolivia_129334,Bolivia,train,1.8487539291381847,87,77,65,12,0,11333,0,0,0,0,8984,4853,4131,179,74,105,0,0,0,15,10,5,11574,9178,146889
Bolivia_195474,Bolivia,train,5.310227918624879,0,0,71,0,0,5410,0,0,0,0,1299,364,935,0,0,0,0,0,0,0,0,0,5481,1299,252
Bolivia_23014,Bolivia,train,2.5520571947097777,37,7,2,23,0,2463,0,0,0,0,122,25,97,512,284,228,0,0,0,16,6,10,2532,650,7130
Bolivia_233925,Bolivia,train,1.7147636890411406,0,0,19,13,0,3925,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3957,1,0
Bolivia_242570,Bolivia,train,0.5711890757083893,0,382,0,629,36,52537,0,3,0,3,3405,1646,1759,22,21,1,3,1,2,119,76,43,53584,3552,23794
Bolivia_290290,Bolivia,train,2.265072584152223,31,14,0,49,0,12257,0,0,0,0,3365,675,2690,73,56,17,0,0,0,21,15,6,12351,3459,16240
Bolivia_294583,Bolivia,train,4.607195186614992,1229,242,128,59,5,3083,0,0,0,0,1139,632,507,351,252,99,0,0,0,32,26,6,4746,1522,13486
Bolivia_312675,Bolivia,train,5.294649982452395,0,15,82,9,0,6171,0,0,0,0,2901,1105,1796,0,0,0,0,0,0,1,0,1,6277,2902,6673
Bolivia_314919,Bolivia,train,3.8828853130340604,8,24,368,5,0,12044,0,0,0,0,8808,4611,4197,77,60,17,27,4,23,8,7,1,12449,8920,74758
Bolivia_360519,Bolivia,train,1.8915969729423527,0,0,0,5,0,4653,0,6,4,2,186,69,117,0,0,0,0,0,0,9,2,7,4658,201,213
Bolivia_379434,Bolivia,train,3.214748668670654,0,162,465,167,5,8987,0,0,0,0,6039,1181,4858,601,184,417,0,0,0,29,20,9,9786,6669,4121
Bolivia_432776,Bolivia,train,3.848857164382935,0,15,49,4,0,20085,0,0,0,0,10063,4724,5339,45,33,12,0,0,0,15,7,8,20153,10123,62022
Bolivia_60373,Bolivia,train,1.4945482254028324,908,15,0,1,2,2713,0,0,0,0,1621,916,705,1163,660,503,0,0,0,50,3,47,3639,2834,9646
Bolivia_76104,Bolivia,train,1.9076627492904665,0,0,13,25,0,4914,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,4952,5,0
Ghana_103272,Ghana,train,2.36205575466156,54,45,4,1087,4804,1305,0,18,8,10,7,2,5,2,0,2,0,0,0,5,4,1,7299,32,1526
Ghana_1033830,Ghana,train,2.638405942916871,4,3,16,47,1074,2580,0,2528,1436,1092,37411,18785,18626,177,129,48,1,0,1,2188,1425,763,3724,42305,54506
Ghana_1078550,Ghana,train,2.972849202156067,0,0,74,80,6,17212,0,1,0,1,1029,185,844,0,0,0,0,0,0,24,7,17,17372,1054,353
Ghana_1089161,Ghana,train,3.1187005043029785,0,2,121,602,5745,1618,0,480,104,376,128,24,104,8,6,2,5,2,3,12,5,7,8088,633,2274
Ghana_11745,Ghana,train,3.691596865653992,0,0,44,35,1760,5153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6992,0,0
Ghana_124834,Ghana,train,4.433854961395264,0,0,602,40,155,9407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10204,0,0
Ghana_128663,Ghana,train,1.6024648427963257,34,79,6,194,2584,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3510,0,0
Ghana_132163,Ghana,train,2.8191457509994513,0,27,9,947,320,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,0,0
Ghana_134751,Ghana,train,4.048683214187622,0,0,2,5,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0
Ghana_135389,Ghana,train,2.916272950172425,0,0,2,0,0,670,0,0,0,0,222,26,196,0,0,0,0,0,0,14,4,10,672,236,16
Ghana_141271,Ghana,train,7.633580446243287,0,0,2174,222,199,12445,0,73,21,52,1062,199,863,0,0,0,5,2,3,252,87,165,15040,1392,244
Ghana_141910,Ghana,train,3.4022073984146117,481,873,297,1130,26792,52876,0,6614,2387,4227,7845,2788,5057,414,224,190,0,0,0,352,102,250,82449,15225,55425
Ghana_142312,Ghana,train,3.9994986772537233,0,0,96,940,34,17482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18552,0,0
Ghana_144050,Ghana,train,3.797967791557313,0,0,14,194,781,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2132,0,0
Ghana_146222,Ghana,train,2.3284793138504027,0,0,0,4,246,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,0,0
Ghana_147015,Ghana,train,4.611774015426637,0,0,782,193,789,13153,0,129,31,98,2119,565,1554,0,0,0,0,0,0,271,84,187,14917,2519,1011
Ghana_154838,Ghana,train,1.8603000402450565,0,0,0,4,584,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0
Ghana_156478,Ghana,train,2.7688551664352423,0,0,7,68,4081,1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6047,0,0
Ghana_161233,Ghana,train,1.2281250953674316,0,0,0,0,89,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0
Ghana_167233,Ghana,train,3.5440670490264896,0,0,145,63,41,8903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9152,0,0
Ghana_168875,Ghana,train,3.121030640602112,0,0,1,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0
Ghana_187318,Ghana,train,4.844063472747804,0,0,229,188,11,6990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7418,0,0
Ghana_194723,Ghana,train,1.9597826957702638,9,47,1,48,795,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,0,0
Ghana_234935,Ghana,train,1.554298496246338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana_247288,Ghana,train,2.500726413726807,59,97,53,349,70,1922,0,444,252,192,9509,4760,4749,98,58,40,12,12,0,487,305,182,2550,10550,16100
Ghana_24858,Ghana,train,2.2755360364913946,0,0,9,168,2161,2042,0,6,1,5,368,13,355,0,0,0,8,0,8,65,16,49,4380,447,37
Ghana_26376,Ghana,train,1.3274194359779359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana_264787,Ghana,train,2.092784786224366,0,0,7,59,412,2268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2746,0,0
Ghana_277,Ghana,train,3.5547141790390033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana_308249,Ghana,train,2.571140813827517,0,13,49,376,3513,4494,0,1007,269,738,1856,653,1203,131,84,47,0,0,0,280,119,161,8445,3274,4756
Ghana_313799,Ghana,train,4.25362367630005,0,0,39,5,89,2214,0,154,16,138,11530,2199,9331,0,0,0,0,0,0,364,175,189,2347,12048,2885
Ghana_319168,Ghana,train,2.749552416801453,0,0,3,343,3263,2166,0,2641,840,1801,7658,3111,4547,0,0,0,13,4,9,219,169,50,5775,10531,28990
Ghana_359826,Ghana,train,2.588105964660646,0,0,24,95,1322,17887,0,205,60,145,1126,266,860,0,0,0,0,0,0,22,13,9,19328,1353,2143
Ghana_362274,Ghana,train,2.1122927188873293,0,0,5,112,5033,10318,0,957,458,499,3870,1318,2552,5,3,2,0,0,0,36,15,21,15468,4868,13496
Ghana_406026,Ghana,train,2.57438600063324,0,128,11,1711,11251,17621,0,148,79,69,138,93,45,3,1,2,0,0,0,16,9,7,30722,305,4000
Ghana_45911,Ghana,train,2.521892905235291,0,0,0,0,5,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0
Ghana_495107,Ghana,train,2.453499269485474,0,0,45,30,2883,18733,0,254,84,170,2059,535,1524,0,0,0,0,0,0,20,4,16,21691,2333,1626
Ghana_49890,Ghana,train,4.530957412719727,0,0,325,59,221,13740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14345,0,0
Ghana_5079,Ghana,train,3.493057942390442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana_53713,Ghana,train,3.5966010332107547,0,0,852,2,1264,22536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24654,0,0
Ghana_597288,Ghana,train,2.814761853218079,0,0,6,438,1414,8460,0,213,68,145,1527,627,900,0,0,0,5,1,4,66,29,37,10318,1811,3879
Ghana_61925,Ghana,train,4.369090604782105,0,0,94,40,344,3658,0,65,28,37,5,3,2,2,2,0,0,0,0,13,6,7,4136,85,566
Ghana_7496,Ghana,train,3.1421752929687505,0,0,9,7,352,4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4383,0,0
Ghana_8090,Ghana,train,2.6032584428787233,0,0,3,24,9,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3063,1,3
Ghana_83200,Ghana,train,1.8658425569534318,0,0,2,229,2429,1919,0,212,42,170,43,2,41,0,0,0,0,0,0,1,0,1,4579,256,277
Ghana_83483,Ghana,train,1.8005658268928542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana_866994,Ghana,train,0.0,10471,28,0,0,12,62,0,5286,646,4640,13982,1873,12109,11899,2353,9546,385,32,353,970,88,882,10573,32522,73449
Ghana_868803,Ghana,train,2.6999708175659185,1,45,8,287,4335,1672,0,10369,3906,6463,24057,12062,11995,572,328,244,0,0,0,1346,772,574,6348,36344,107707
Ghana_887131,Ghana,train,4.087856101989747,0,0,165,15,2029,4690,0,1126,303,823,3605,1365,2240,0,0,0,0,0,0,138,80,58,6899,4869,5206
Ghana_895194,Ghana,train,1.6658862233161935,0,0,0,136,997,1385,0,1494,731,763,978,534,444,0,0,0,0,0,0,9,3,6,2518,2481,6216
Ghana_953791,Ghana,train,2.055210328102112,0,0,14,2071,13458,5428,0,571,78,493,838,128,710,0,0,0,0,0,0,27,20,7,20971,1436,1336
Ghana_97059,Ghana,train,2.3145942926406873,0,22,0,102,127,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0
Ghana_97516,Ghana,train,2.7289219141006473,0,18,8,1765,9752,11122,0,2,2,0,34,21,13,7,2,5,0,0,0,16,5,11,22665,59,712
India_1017769,India,train,3.0959797143936183,387,19859,487,4327,2267,1233,0,1530,490,1040,600,54,546,1766,772,994,0,0,0,1069,339,730,28560,4965,93178
India_1018317,India,train,3.491720342636111,468,18341,73,4196,1732,88,0,75,26,49,10,1,9,278,111,167,0,0,0,787,264,523,24898,1150,149560
India_1018327,India,train,7.195174026489259,8,0,793,256,10004,1485,0,10984,3541,7443,2409,1060,1349,46,44,2,13,0,13,1317,727,590,12546,14769,21880
India_103447,India,train,5.380246496200564,533,2027,196,2401,9198,1368,0,3142,698,2444,192,30,162,1091,474,617,0,0,0,584,161,423,15723,5009,21968
India_1050276,India,train,6.114397954940798,191,55,615,1178,18787,3349,0,14711,2790,11921,1355,483,872,375,237,138,36,6,30,1202,653,549,24175,17679,31326
India_1068117,India,train,6.419354867935183,520,159,426,412,9950,1637,0,16301,3579,12722,1721,599,1122,615,277,338,52,32,20,617,271,346,13104,19306,28654
India_1072277,India,train,21.414695549011235,9,0,3857,111,26757,692,0,9693,2550,7143,379,148,231,0,0,0,3,0,3,473,163,310,31426,10548,11998
India_118868,India,train,15.375166320800782,0,0,1885,6,2171,1613,0,4270,1000,3270,2961,418,2543,0,0,0,6,0,6,425,93,332,5675,7662,3023
India_135434,India,train,4.545567464828491,10,823,78,559,6230,1556,0,615,153,462,5,1,4,279,116,163,13,0,13,136,36,100,9256,1048,9264
India_136196,India,train,35.03298645019532,0,0,24451,0,47,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24942,0,0
India_164336,India,train,27.13587989807129,0,0,5964,57,13322,447,0,642,146,496,576,134,442,0,0,0,4,3,1,78,30,48,19790,1300,581
India_166709,India,train,4.88038411140442,0,0,203,1065,14197,2385,0,4031,539,3492,715,168,547,0,0,0,7,0,7,599,148,451,17850,5352,3487
India_177319,India,train,22.083035278320313,0,0,5407,10,2129,801,0,560,109,451,761,92,669,0,0,0,0,0,0,16,2,14,8347,1337,241
India_179238,India,train,3.5408907890319825,0,0,92,317,20362,1588,0,5981,1164,4817,457,104,353,0,0,0,7,5,2,461,131,330,22359,6906,4686
India_180633,India,train,4.263107585906986,29,7339,190,666,2947,464,0,1338,170,1168,568,102,466,1844,498,1346,0,0,0,162,65,97,11635,3912,71851
India_207862,India,train,6.936742782592775,0,0,514,283,19504,1540,0,7658,2819,4839,905,234,671,2,2,0,0,0,0,176,55,121,21841,8741,12287
India_244057,India,train,36.08577651977539,0,0,9100,1,12,325,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,9438,5,0
India_25540,India,train,28.629350662231452,0,0,4282,23,14864,506,0,3452,698,2754,210,12,198,0,0,0,0,0,0,50,13,37,19675,3712,7847
India_265762,India,train,5.35925841331482,0,0,190,781,10931,2100,0,3668,746,2922,1190,263,927,0,0,0,35,2,33,332,116,216,14002,5225,3308
India_273873,India,train,45.412744140625,0,0,14967,0,0,67,0,1,1,0,2606,302,2304,0,0,0,22,0,22,1744,140,1604,15034,4373,1073
India_285297,India,train,7.194963073730469,0,0,837,332,28442,5725,0,11323,3352,7971,1257,363,894,0,0,0,28,12,16,205,77,128,35336,12813,23193
India_287642,India,train,5.870805549621583,0,0,245,1080,21921,1386,0,3282,1589,1693,440,188,252,0,0,0,10,4,6,472,209,263,24632,4204,13710
India_324254,India,train,18.421373176574708,0,0,3071,27,2049,1106,0,1890,411,1479,553,139,414,0,0,0,0,0,0,211,119,92,6253,2654,1229
India_373039,India,train,43.232876205444335,0,0,40067,32,0,395,0,0,0,0,460,154,306,0,0,0,0,0,0,627,175,452,40494,1087,422
India_383430,India,train,4.821735286712648,175,63,143,255,5528,824,0,21209,3755,17454,2753,579,2174,47,32,15,1,0,1,1009,311,698,6988,25019,14209
India_391908,India,train,4.622779750823976,130,58,319,752,12278,1096,0,9399,1868,7531,978,341,637,256,153,103,14,5,9,877,419,458,14633,11524,14465
India_399883,India,train,3.9631389379501347,929,24521,153,122,508,1777,0,4510,821,3689,2535,620,1915,4360,1757,2603,0,0,0,1002,280,722,28010,12407,123885
India_44475,India,train,25.571020698547365,0,0,4707,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5218,0,0
India_500266,India,train,5.724765205383302,2,3,513,1234,27040,2135,0,12849,2876,9973,2521,896,1625,7,3,4,25,5,20,777,242,535,30927,16179,22002
India_533192,India,train,4.45199055671692,806,5600,409,1760,3164,312,0,997,183,814,144,15,129,2770,1009,1761,0,0,0,727,246,481,12051,4638,38606
India_534470,India,train,9.045339679718017,0,0,674,225,5691,555,0,4331,1193,3138,80,25,55,0,0,0,2,0,2,135,51,84,7145,4548,2886
India_56450,India,train,26.290299797058104,0,0,10762,2,690,795,0,44,7,37,14,0,14,0,0,0,0,0,0,2,0,2,12249,60,22
India_566697,India,train,5.019330930709841,0,0,178,676,24921,2850,0,5459,1130,4329,643,139,504,0,0,0,1,1,0,530,215,315,28625,6633,8086
India_570384,India,train,5.332713413238532,13,165,527,1057,10909,705,0,4709,1168,3541,210,48,162,123,68,55,2,2,0,411,149,262,13376,5455,9093
India_591317,India,train,8.09852514266968,622,4807,1286,2274,3448,1769,0,2767,699,2068,998,438,560,503,184,319,1,0,1,594,257,337,14206,4863,109176
India_591549,India,train,5.015460729599,0,3,200,647,7766,1603,0,6864,1252,5612,685,162,523,23,19,4,78,8,70,520,135,385,10219,8170,2884
India_592446,India,train,12.371387100219726,372,321,2775,675,1308,2918,0,145,49,96,1016,489,527,1023,656,367,2,0,2,645,226,419,8369,2831,6213
India_59460,India,train,30.393498039245607,0,0,13201,7,106,421,0,105,31,74,108,32,76,0,0,0,0,0,0,1,1,0,13735,214,101
India_624341,India,train,27.48010082244873,0,0,11604,24,119,1083,0,76,20,56,2019,347,1672,0,0,0,0,0,0,482,100,382,12830,2577,647
India_631692,India,train,14.891904354095463,0,0,1803,0,5,1297,0,0,0,0,570,230,340,0,0,0,0,0,0,12,10,2,3105,582,220
India_652725,India,train,8.589241409301765,7,14,736,770,29322,1512,0,6176,1690,4486,1816,480,1336,23,6,17,19,9,10,632,300,332,32361,8666,13129
India_664410,India,train,4.902606678009037,13,0,435,612,44025,505,0,4573,1083,3490,409,162,247,0,0,0,0,0,0,1123,621,502,45590,6105,7421
India_691027,India,train,9.838053703308109,37,0,1334,444,6460,1950,0,2809,577,2232,1273,308,965,0,0,0,5,1,4,557,277,280,10225,4644,3750
India_698338,India,train,5.146919870376588,0,0,201,1385,10714,1246,0,2172,386,1786,165,45,120,0,0,0,9,0,9,969,259,710,13546,3315,6621
India_70352,India,train,5.645892953872681,166,325,702,1745,3230,1093,0,754,192,562,486,204,282,417,242,175,0,0,0,280,133,147,7261,1937,11251
India_707886,India,train,9.936054134368897,69,152,940,166,1629,1066,0,212,135,77,372,244,128,349,263,86,0,0,0,226,133,93,4022,1159,4509
India_73419,India,train,6.174112319946291,0,0,274,460,6910,1042,0,2983,666,2317,1666,261,1405,0,0,0,12,3,9,364,68,296,8686,5025,1227
India_747970,India,train,12.426661682128907,32,11,1142,147,392,1072,0,493,115,378,992,432,560,64,52,12,0,0,0,894,234,660,2796,2443,2564
India_747992,India,train,4.390799236297611,0,0,182,1522,21994,505,0,33749,10257,23492,633,187,446,2,2,0,200,58,142,1463,524,939,24203,36047,81275
India_764946,India,train,20.418943786621092,21,26,3488,7,26,781,0,103,14,89,1205,520,685,163,105,58,0,0,0,72,16,56,4349,1543,1603
India_769408,India,train,5.688087511062623,0,41,205,1282,15972,1039,0,2802,848,1954,367,88,279,25,13,12,8,1,7,540,257,283,18539,3742,4840
India_772630,India,train,42.53149642944336,0,2,16868,25,5,142,0,15,2,13,435,92,343,11,2,9,1,1,0,514,171,343,17042,976,369
India_773682,India,train,5.718415260314942,1,3,534,206,17787,919,0,16258,3200,13058,326,116,210,0,0,0,3,0,3,208,118,90,19450,16795,14164
India_774689,India,train,6.494686317443849,206,5,607,157,21384,2670,0,5043,1563,3480,1304,441,863,414,77,337,8,1,7,410,71,339,25029,7179,11578
India_79637,India,train,24.29694385528565,0,0,2045,142,22979,639,0,2410,530,1880,843,162,681,0,0,0,9,1,8,411,130,281,25805,3673,1492
India_80221,India,train,3.8931570768356334,304,10688,80,4728,414,51,0,179,45,134,131,18,113,1062,334,728,0,0,0,398,160,238,16265,1770,112736
India_804466,India,train,6.259795856475832,24,29,443,592,29791,939,0,19024,4567,14457,737,327,410,228,119,109,13,0,13,831,381,450,31818,20833,29395
India_828067,India,train,7.760475254058839,66,0,679,261,3676,1351,0,1627,417,1210,1009,376,633,0,0,0,7,3,4,708,263,445,6033,3351,3643
India_833266,India,train,6.835967016220094,0,0,607,222,14620,1373,0,11371,2457,8914,658,159,499,0,0,0,27,5,22,88,22,66,16822,12144,6118
India_842775,India,train,5.462044763565063,0,0,254,242,14197,1089,0,3048,598,2450,255,100,155,0,0,0,4,0,4,78,20,58,15782,3385,2544
India_869358,India,train,5.917447090148927,23,0,625,461,40856,600,0,1508,478,1030,61,26,35,0,0,0,0,0,0,596,274,322,42565,2165,2885
India_900498,India,train,5.237329196929933,3406,14937,410,2882,6068,1019,0,4408,653,3755,400,60,340,5432,1480,3952,0,0,0,1518,363,1155,28722,11758,112195
India_91379,India,train,5.494278764724733,25,20,506,857,38215,533,0,10215,2440,7775,527,223,304,33,11,22,34,11,23,1511,492,1019,40156,12320,17274
