chip,event,split,slope_p90,fp_jrc_permanent_water,fp_wc_open_water,fp_terrain,fp_smooth_built_other,fp_dry_cropland,fp_dry_vegetation,fp_unknown,fn_bright_cropland,fn_bright_cropland_vv_dark,fn_bright_cropland_vv_bright,fn_bright_vegetation,fn_bright_vegetation_vv_dark,fn_bright_vegetation_vv_bright,fn_rough_open_water,fn_rough_open_water_vv_dark,fn_rough_open_water_vv_bright,fn_built,fn_built_vv_dark,fn_built_vv_bright,fn_other,fn_other_vv_dark,fn_other_vv_bright,fp_total,fn_total,tp_total
Sri-Lanka_956740,Sri-Lanka,train,3.9836079835891725,649,168,19,13,316,692,0,10,3,7,170,86,84,193,132,61,0,0,0,1,1,0,1857,374,7544
USA_1010394,USA,train,5.050753784179688,0,61,762,1909,37929,22686,0,0,0,0,245,151,94,21,10,11,0,0,0,18,16,2,63347,284,1197
USA_1039203,USA,train,4.240104246139529,6,57,606,5252,27934,17505,0,4,1,3,60,31,29,7,5,2,0,0,0,69,23,46,51360,140,1471
USA_1049586,USA,train,7.019321680068971,24,237,1018,5996,2951,17977,0,2,2,0,142,114,28,48,38,10,1,0,1,36,23,13,28203,229,1893
USA_1068362,USA,train,10.995619773864748,81,201,5560,921,8731,26973,0,1165,685,480,3461,1392,2069,92,55,37,7,0,7,80,60,20,42467,4805,26377
USA_1082482,USA,train,12.291013717651367,8,67,5746,738,6384,13563,0,103,53,50,508,189,319,75,55,20,0,0,0,21,12,9,26506,707,1499
USA_11422,USA,train,14.022537803649907,211,837,8502,1986,27951,7187,0,524,339,185,349,130,219,589,289,300,14,2,12,16,7,9,46674,1492,34528
USA_114964,USA,train,7.879361963272096,0,0,2468,1680,20022,14777,0,0,0,0,46,30,16,0,0,0,0,0,0,14,10,4,38947,60,294
USA_115033,USA,train,7.113032484054568,6,108,1631,875,9727,20504,0,2,1,1,563,270,293,12,10,2,0,0,0,21,15,6,32851,598,1761
USA_170264,USA,train,7.902155399322511,52,163,2571,11527,8722,16958,0,2828,1336,1492,2869,1190,1679,11,8,3,51,8,43,203,57,146,39993,5962,37573
USA_179917,USA,train,9.228729629516604,0,205,5014,9028,75,20610,0,0,0,0,19,11,8,5,5,0,0,0,0,0,0,0,34932,24,487
USA_181263,USA,train,4.068869543075562,0,32,431,1512,41024,13368,0,3,2,1,105,85,20,2,2,0,0,0,0,57,48,9,56367,167,898
USA_181503,USA,train,6.417457580566406,0,30,1727,452,23126,37917,0,0,0,0,109,88,21,4,3,1,0,0,0,18,14,4,63252,131,1063
USA_19225,USA,train,8.020148754119875,0,38,2884,1342,18265,24855,0,4,4,0,123,64,59,20,13,7,0,0,0,11,10,1,47384,158,1233
USA_198411,USA,train,6.014846611022953,22,38,380,230,5627,6291,0,1,0,1,1531,534,997,182,128,54,2,1,1,10,5,5,12588,1726,7011
USA_211406,USA,train,4.869464349746704,7,84,407,1098,20022,20973,0,17,9,8,70,45,25,9,9,0,0,0,0,13,8,5,42591,109,1021
USA_217598,USA,train,9.33729944229126,14,53,2902,564,4619,27111,0,2860,1040,1820,6788,2807,3981,67,44,23,319,64,255,128,51,77,35263,10162,35089
USA_224165,USA,train,5.497840452194215,0,7,400,508,34748,5782,0,0,0,0,6,6,0,0,0,0,0,0,0,1,1,0,41445,7,154
USA_225017,USA,train,8.116482257843018,12,639,1279,1646,18208,11455,0,502,142,360,353,191,162,652,416,236,1,1,0,51,28,23,33239,1559,15221
USA_231124,USA,train,7.202501440048219,0,3,781,1027,3688,10220,0,19,16,3,2921,458,2463,1,1,0,10,3,7,38,12,26,15719,2989,850
USA_232060,USA,train,6.429285335540772,20,103,1472,1247,38122,20823,0,47,17,30,244,135,109,15,10,5,0,0,0,38,31,7,61787,344,1369
USA_251323,USA,train,6.209846639633179,28,0,744,448,30160,9007,0,44,15,29,96,63,33,0,0,0,0,0,0,5,5,0,40387,145,550
USA_260929,USA,train,16.156546020507818,5,2,11242,318,12295,10306,0,132,50,82,1627,457,1170,1,1,0,20,0,20,210,108,102,34168,1990,3030
USA_275372,USA,train,7.693054389953615,4,21,2062,599,7311,28084,0,21,15,6,1153,271,882,13,8,5,6,3,3,52,35,17,38081,1245,1477
USA_308150,USA,train,8.238430309295657,56,271,3137,3910,4698,34088,0,0,0,0,229,140,89,41,33,8,0,0,0,16,12,4,46160,286,2621
USA_347609,USA,train,11.09611330032349,42,172,2995,703,3605,23107,0,26,17,9,387,225,162,32,26,6,0,0,0,11,8,3,30624,456,1186
USA_348639,USA,train,10.014220333099372,8,602,4115,5065,25847,17270,0,867,391,476,2174,662,1512,878,437,441,16,6,10,57,28,29,52907,3992,23162
USA_350244,USA,train,10.682637405395509,18,31,8812,6976,7066,23118,0,22,8,14,350,180,170,20,15,5,0,0,0,7,5,2,46021,399,886
USA_354981,USA,train,7.524955701828004,14,110,2700,11191,3037,28171,0,0,0,0,252,117,135,17,12,5,88,8,80,8,7,1,45223,365,1359
USA_366607,USA,train,9.488856697082523,41,191,2306,915,4473,21088,0,161,82,79,1583,844,739,1287,713,574,5,0,5,81,65,16,29014,3117,46208
USA_375183,USA,train,7.304709100723268,2,273,1742,6704,9212,26776,0,2,0,2,2185,529,1656,176,117,59,9,6,3,117,56,61,44709,2489,4029
USA_387945,USA,train,7.4130775451660185,0,0,3071,605,26606,9232,0,1139,316,823,748,310,438,0,0,0,0,0,0,38,23,15,39514,1925,11528
USA_430764,USA,train,10.171675777435311,0,2,3517,1356,46707,3191,0,1532,796,736,212,104,108,3,3,0,14,8,6,96,60,36,54773,1857,13582
USA_438959,USA,train,6.271385192871094,31,554,1357,3744,7771,38067,0,0,0,0,143,102,41,253,208,45,0,0,0,28,24,4,51524,424,5879
USA_486103,USA,train,8.604017448425292,20,183,3986,6427,9407,36088,0,132,56,76,4076,1190,2886,84,65,19,31,7,24,46,33,13,56111,4369,2873
USA_504150,USA,train,6.576489877700806,26,385,2431,25203,1634,32369,0,16,15,1,181,120,61,140,86,54,9,3,6,40,18,22,62048,386,2876
USA_519181,USA,train,7.515206146240235,37,379,2537,17702,4515,23233,0,1,1,0,257,153,104,66,48,18,3,0,3,15,11,4,48403,342,1810
USA_527077,USA,train,4.638774251937867,1,83,543,3579,47452,18643,0,15,9,6,149,100,49,31,23,8,0,0,0,33,26,7,70301,228,1418
USA_58086,USA,train,5.805962562561041,10,76,1268,1618,23173,35381,0,313,165,148,303,193,110,23,18,5,5,5,0,48,39,9,61526,692,15202
USA_595451,USA,train,10.504484939575198,0,3,4177,764,30149,13090,0,363,263,100,3235,732,2503,2,2,0,17,1,16,58,26,32,48183,3675,16856
USA_604222,USA,train,6.017763233184818,0,216,2059,6002,56039,12549,0,47,13,34,2266,373,1893,138,97,41,19,6,13,66,28,38,76865,2536,4105
USA_605492,USA,train,9.154898071289063,27,108,3966,752,34604,15940,0,86,38,48,1066,312,754,23,20,3,0,0,0,25,22,3,55397,1200,1831
USA_638521,USA,train,6.87877345085144,0,1,2397,786,23160,27420,0,358,112,246,2212,667,1545,0,0,0,12,2,10,219,144,75,53764,2801,2363
USA_646878,USA,train,11.584853935241702,0,5,7393,1097,24808,11804,0,123,61,62,389,116,273,0,0,0,0,0,0,7,6,1,45107,519,1905
USA_652955,USA,train,7.153612041473391,0,14,2828,753,39271,5861,0,542,163,379,1125,398,727,1,1,0,6,3,3,168,106,62,48727,1842,6685
USA_655230,USA,train,7.3731824874878065,0,95,1801,814,17024,15129,0,1,1,0,171,102,69,27,15,12,0,0,0,37,23,14,34863,236,909
USA_66026,USA,train,5.942007207870484,9,22,926,1202,24919,16274,0,7,5,2,114,72,42,2,1,1,0,0,0,13,8,5,43352,136,851
USA_664261,USA,train,4.9777096271514925,1,211,823,1137,47780,17590,0,10,2,8,212,119,93,105,66,39,14,4,10,101,53,48,67542,442,4373
USA_66511,USA,train,9.947168636322022,1,53,6941,1293,21173,6582,0,44,13,31,1379,554,825,8,3,5,6,3,3,91,39,52,36043,1528,1199
USA_670826,USA,train,7.9811060428619385,4,17,1936,451,18381,12269,0,50,9,41,2096,394,1702,8,7,1,1,0,1,77,45,32,33058,2232,778
USA_67102,USA,train,11.485766506195068,182,571,5874,1063,16479,17669,0,0,0,0,158,85,73,285,148,137,1,1,0,12,8,4,41838,456,9035
USA_693819,USA,train,7.43587760925293,9,23,1632,907,10103,23886,0,10,6,4,561,274,287,36,29,7,0,0,0,45,32,13,36560,652,1802
USA_741073,USA,train,6.570045185089112,25,277,1593,1059,12548,48498,0,13,11,2,408,256,152,51,34,17,0,0,0,39,25,14,64000,511,2864
USA_741178,USA,train,7.88909091949463,1,35,4428,8799,16629,18540,0,255,11,244,191,105,86,20,17,3,0,0,0,1,1,0,48432,467,979
USA_758178,USA,train,8.773522472381591,8,75,3385,1444,18585,26637,0,2,2,0,645,157,488,11,6,5,0,0,0,12,12,0,50134,670,947
USA_761032,USA,train,10.246256351470947,0,1,3324,628,8052,22526,0,749,304,445,3576,1068,2508,0,0,0,0,0,0,58,35,23,34531,4383,7734
USA_770353,USA,train,11.212415599823006,19,627,4227,4652,27768,9180,0,1430,772,658,383,190,193,395,259,136,13,3,10,111,83,28,46473,2332,32095
USA_778194,USA,train,3.989289212226869,25,546,603,4197,32005,34595,0,10,9,1,26,21,5,86,71,15,0,0,0,24,23,1,71971,146,3692
USA_788696,USA,train,6.429417943954468,282,169,1591,1750,4631,11839,0,149,89,60,3734,1191,2543,1256,784,472,94,36,58,260,90,170,20262,5493,105955
USA_806273,USA,train,10.004956436157228,6,117,4546,688,10257,17188,0,92,22,70,3208,685,2523,67,43,24,1,0,1,36,22,14,32802,3404,2383
USA_826217,USA,train,8.67983045578003,15,51,2848,823,9453,28077,0,151,68,83,257,140,117,22,13,9,0,0,0,39,22,17,41267,469,4029
USA_831672,USA,train,12.158024501800538,0,27,6030,676,7679,25132,0,1802,627,1175,4199,1601,2598,11,8,3,14,3,11,241,174,67,39544,6267,14690
USA_84195,USA,train,4.138095617294313,25,251,574,1157,29499,25717,0,17,11,6,344,161,183,26,22,4,0,0,0,58,31,27,57223,445,3366
USA_86502,USA,train,8.114908409118655,26,255,8289,1790,57276,14194,0,3957,1001,2956,521,172,349,737,188,549,7,0,7,171,35,136,81830,5393,60969
USA_905409,USA,train,7.6274541378021254,51,607,1834,1783,4699,25296,0,4,3,1,391,215,176,774,500,274,3,3,0,60,42,18,34270,1232,43235
USA_908474,USA,train,7.591406774520877,28,23,8468,9416,16204,65627,0,1,0,1,150,47,103,14,3,11,3,1,2,31,8,23,99766,199,1647
USA_933610,USA,train,7.392333984375002,40,256,1863,1584,9692,32182,0,1,0,1,112,85,27,90,66,24,0,0,0,31,28,3,45617,234,3589
USA_955053,USA,train,8.870031356811523,3,2,3054,1070,44732,18398,0,780,470,310,4609,1104,3505,36,17,19,9,5,4,25,17,8,67259,5459,30379
USA_986268,USA,train,9.837644195556642,0,5,1793,370,5118,13460,0,2302,959,1343,1778,631,1147,10,6,4,0,0,0,24,14,10,20746,4114,4978
USA_994009,USA,train,8.041061973571779,53,46,2506,1331,7060,31952,0,2,0,2,173,102,71,21,13,8,0,0,0,54,37,17,42948,250,1647
Nigeria_1095404,Nigeria,valid,4.523618173599243,0,0,265,1028,17780,10341,0,3592,2364,1228,3380,2305,1075,0,0,0,0,0,0,13,5,8,29414,6985,39106
Nigeria_143329,Nigeria,valid,3.6215612888336195,0,0,73,509,10314,5748,0,59,20,39,1591,747,844,0,0,0,0,0,0,3,3,0,16644,1653,1124
Nigeria_22088,Nigeria,valid,6.303467702865601,0,0,1593,722,15708,10561,0,11,9,2,30,23,7,0,0,0,0,0,0,3,2,1,28584,44,126
Nigeria_225131,Nigeria,valid,3.474690866470337,0,0,55,118,4023,5135,0,6,3,3,745,251,494,0,0,0,0,0,0,0,0,0,9331,751,380
Nigeria_31096,Nigeria,valid,5.641521215438844,0,0,159,465,882,2987,0,67,29,38,292,100,192,0,0,0,4,2,2,176,121,55,4493,539,277
Nigeria_35845,Nigeria,valid,5.934144830703736,0,0,86,69,35,1081,0,5,1,4,158,41,117,0,0,0,0,0,0,42,22,20,1271,205,81
Nigeria_417184,Nigeria,valid,4.164885187149048,0,17,240,1059,8741,595,0,88,39,49,24,12,12,0,0,0,0,0,0,14,7,7,10652,126,1258
Nigeria_439488,Nigeria,valid,4.547056198120118,0,0,166,709,23313,3286,0,943,157,786,58,5,53,0,0,0,0,0,0,0,0,0,27474,1001,467
Nigeria_529525,Nigeria,valid,4.656276893615724,2,5,86,53,2489,651,0,7096,3518,3578,52670,21662,31008,123,64,59,0,0,0,198,107,91,3286,60087,163564
Nigeria_598959,Nigeria,valid,4.489458131790161,0,0,518,138,23980,1136,0,17463,1849,15614,155,54,101,0,0,0,0,0,0,2,0,2,25772,17620,28908
Nigeria_600295,Nigeria,valid,8.418941593170171,72,32,2785,1341,12202,856,0,3717,1413,2304,805,295,510,105,65,40,0,0,0,1192,530,662,17288,5819,77842
Nigeria_707067,Nigeria,valid,14.039418506622315,0,0,4938,658,8684,5105,0,1103,514,589,975,372,603,0,0,0,5,2,3,353,162,191,19385,2436,1320
Nigeria_78061,Nigeria,valid,6.106438112258914,0,0,433,1069,4539,3752,0,231,75,156,367,198,169,0,0,0,1,0,1,175,122,53,9793,774,4720
Nigeria_812045,Nigeria,valid,4.074569272994996,0,111,670,1589,10551,6908,0,6351,3039,3312,877,512,365,124,66,58,2,2,0,2117,1162,955,19829,9471,110112
Nigeria_81933,Nigeria,valid,4.609266090393068,151,145,103,9,2646,4048,0,8197,5311,2886,52448,21462,30986,880,541,339,260,15,245,106,52,54,7102,61891,116059
Nigeria_820924,Nigeria,valid,4.575387048721313,0,0,131,504,9905,4539,0,7,1,6,716,316,400,0,0,0,0,0,0,0,0,0,15079,723,453
Nigeria_952958,Nigeria,valid,5.881676816940309,0,1,545,750,6121,3450,0,920,249,671,454,188,266,4,3,1,6,5,1,248,178,70,10867,1632,8103
Nigeria_984831,Nigeria,valid,3.0563255548477173,0,43,11,18,1986,667,0,7416,3683,3733,45555,21361,24194,394,292,102,2,0,2,207,106,101,2725,53574,168106
Spain_1167260,Spain,valid,2.285982990264893,0,17,104,14979,32529,6658,0,3599,1496,2103,726,237,489,6,2,4,430,42,388,2827,1117,1710,54287,7588,34931
Spain_1199913,Spain,valid,6.522340154647828,99,345,2465,27403,11442,20622,0,413,172,241,702,351,351,87,44,43,13,5,8,383,198,185,62376,1598,8492
Spain_2472849,Spain,valid,5.75845222473145,0,139,1603,25031,14616,6355,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,47744,1,19
Spain_2523247,Spain,valid,22.931148529052752,0,174,11956,29745,20442,8070,0,103,47,56,149,49,100,215,108,107,22,5,17,330,114,216,70387,819,1610
Spain_2594119,Spain,valid,14.185077190399175,68,1197,8273,15751,13878,15574,0,2,1,1,9,4,5,238,121,117,0,0,0,103,57,46,54741,352,2525
Spain_2938657,Spain,valid,14.598466300964358,35,209,10705,18723,2577,7334,0,0,0,0,178,91,87,111,86,25,43,18,25,149,107,42,39583,481,9291
Spain_3285448,Spain,valid,6.259786558151248,32,587,1136,19537,3672,7167,0,7,1,6,142,22,120,375,210,165,7,4,3,95,38,57,32131,626,55763
Spain_337094,Spain,valid,9.498674201965333,15,803,5170,13860,10593,9486,0,3119,1542,1577,1499,534,965,209,111,98,440,35,405,2901,1162,1739,39927,8168,17907
Spain_4282030,Spain,valid,2.460239338874818,205,713,160,24013,15814,11694,0,3087,1188,1899,2338,921,1417,414,252,162,184,19,165,2367,918,1449,52599,8390,89741
Spain_4915752,Spain,valid,2.604431819915772,66,378,35,22510,26634,8772,0,5,5,0,117,38,79,137,69,68,0,0,0,46,41,5,58395,305,7359
Spain_5650136,Spain,valid,1.6878935456275943,2029,1417,0,5250,3090,7795,0,0,0,0,1776,849,927,1312,917,395,38,33,5,225,139,86,19581,3351,100856
Spain_5678382,Spain,valid,29.097902297973633,0,278,13841,15297,18192,5654,0,386,200,186,570,189,381,182,70,112,169,30,139,281,133,148,53262,1588,1982
Spain_5816638,Spain,valid,9.827952766418457,0,79,7005,23994,5466,12516,0,0,0,0,1,0,1,63,28,35,4,2,2,58,17,41,49060,126,253
Spain_5923267,Spain,valid,2.1500184297561646,798,721,10,4341,289,902,0,0,0,0,241,164,77,421,344,77,28,25,3,210,142,68,7061,900,200813
Spain_6095801,Spain,valid,3.5984995126724257,0,337,323,12899,26166,4507,0,3762,1548,2214,1037,312,725,223,132,91,113,30,83,1729,530,1199,44232,6864,15872
Spain_6199994,Spain,valid,5.381493234634401,0,397,1555,20515,8130,12903,0,0,0,0,29,4,25,114,48,66,34,3,31,111,30,81,43500,288,495
Spain_6537196,Spain,valid,4.9944216251373295,1,1020,5322,22366,14584,10688,0,12,1,11,51,10,41,429,213,216,18,10,8,287,68,219,53981,797,2249
Spain_6860600,Spain,valid,3.0356529712677007,0,287,167,20704,18979,5083,0,2,1,1,6,1,5,14,9,5,13,0,13,40,7,33,45220,75,171
Spain_716716,Spain,valid,2.13122193813324,13,204,16,23098,22762,7370,0,14,8,6,520,298,222,25,15,10,1,0,1,275,138,137,53463,835,1809
Spain_7370579,Spain,valid,2.682243490219116,0,208,114,12220,19688,3918,0,6631,2696,3935,1236,403,833,414,220,194,547,107,440,4126,1352,2774,36148,12954,57081
Spain_7387658,Spain,valid,2.277858948707581,73,241,104,10369,11974,5866,0,7166,2349,4817,2259,799,1460,647,374,273,1812,146,1666,5011,1221,3790,28627,16895,136111
Spain_7558720,Spain,valid,2.5725374460220336,0,297,35,11637,22674,3892,0,356,142,214,145,63,82,51,34,17,61,16,45,208,71,137,38535,821,1316
Spain_7604243,Spain,valid,8.135164737701418,46,708,5369,13866,5480,8088,0,2,0,2,60,9,51,166,69,97,0,0,0,49,17,32,33557,277,20642
Spain_7786924,Spain,valid,6.49007968902588,21,1244,1894,21360,6974,9305,0,476,181,295,322,85,237,140,66,74,13,6,7,359,126,233,40798,1310,2458
Spain_7856615,Spain,valid,2.5593575239181523,0,166,1151,21243,30455,5957,0,744,323,421,294,94,200,8,6,2,45,6,39,1231,525,706,58972,2322,7315
Spain_8104659,Spain,valid,33.00880432128906,0,92,15617,10440,17320,3601,0,801,371,430,53,27,26,9,8,1,24,11,13,93,45,48,47070,980,2504
Spain_8154154,Spain,valid,12.737320613861085,19,498,6643,11381,16347,6700,0,540,295,245,109,27,82,87,56,31,30,6,24,384,175,209,41588,1150,3432
Spain_8199661,Spain,valid,3.4168217182159433,22,953,174,17722,5663,12108,0,256,150,106,169,84,85,127,87,40,3,0,3,508,263,245,36642,1063,7119
Spain_8372658,Spain,valid,5.874156236648562,0,179,3228,12253,10619,4794,0,3647,1369,2278,590,184,406,280,114,166,600,80,520,2346,698,1648,31073,7463,85641
Spain_8565131,Spain,valid,2.332523632049561,28,354,261,28280,22091,10749,0,1844,908,936,819,488,331,59,38,21,157,15,142,1459,792,667,61763,4338,48018
Mekong_1111068,Mekong,test,4.048916769027711,0,0,129,1062,72723,3993,0,855,239,616,283,100,183,0,0,0,3,1,2,61,26,35,77907,1202,6247
Mekong_1149855,Mekong,test,5.540655326843262,0,5,154,632,2733,1957,0,2181,663,1518,3086,992,2094,13,4,9,0,0,0,461,189,272,5481,5741,11519
Mekong_1191208,Mekong,test,11.504862022399907,85,77,2506,7,643,6125,0,70,27,43,960,261,699,310,146,164,0,0,0,5,4,1,9443,1345,13920
Mekong_119477,Mekong,test,11.198080253601075,0,0,784,54,2602,1577,0,903,370,533,205,95,110,0,0,0,0,0,0,15,7,8,5017,1123,1873
Mekong_1248200,Mekong,test,3.761187767982483,0,3,139,286,583,1163,0,11556,4482,7074,13838,5282,8556,59,25,34,71,4,67,780,230,550,2174,26304,178284
Mekong_1282475,Mekong,test,3.8732553005218517,0,0,11,68,424,2120,0,262,171,91,1892,1200,692,0,0,0,0,0,0,152,90,62,2623,2306,24245
Mekong_1395593,Mekong,test,3.723431611061096,0,0,7,161,184,2363,0,148,33,115,2686,1815,871,0,0,0,0,0,0,82,54,28,2715,2916,15959
Mekong_1396181,Mekong,test,4.620861101150513,6,107,151,298,4936,8283,0,6408,3220,3188,15257,6883,8374,232,151,81,44,6,38,729,277,452,13781,22670,122337
Mekong_1413877,Mekong,test,3.907799339294434,0,0,32,159,1261,1900,0,644,212,432,273,92,181,0,0,0,0,0,0,15,9,6,3352,932,1580
Mekong_1439641,Mekong,test,4.487822484970096,2,8,503,831,649,1208,0,5577,2221,3356,6433,2558,3875,239,146,93,83,15,68,372,126,246,3201,12704,185098
Mekong_1443339,Mekong,test,5.976095247268677,3,6,376,632,248,1775,0,3959,1724,2235,18071,8680,9391,115,61,54,660,20,640,681,265,416,3040,23486,169297
Mekong_16233,Mekong,test,3.622640013694765,0,0,19,148,456,1853,0,501,280,221,2155,1272,883,0,0,0,7,3,4,81,61,20,2476,2744,59467
Mekong_213094,Mekong,test,5.121967697143555,0,0,85,198,1400,3550,0,33,1,32,4,2,2,0,0,0,0,0,0,0,0,0,5233,37,74
Mekong_221789,Mekong,test,9.554566287994385,0,0,909,0,0,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2771,0,0
Mekong_254910,Mekong,test,5.739219188690186,0,0,75,162,9972,4549,0,36,19,17,7,4,3,0,0,0,0,0,0,0,0,0,14758,43,92
Mekong_269835,Mekong,test,5.8718269824981695,0,0,80,222,1319,2034,0,53,23,30,1,0,1,0,0,0,0,0,0,9,5,4,3655,63,420
Mekong_293769,Mekong,test,4.782968902587893,0,7,119,156,3350,5040,0,442,253,189,899,457,442,103,37,66,4,1,3,17,11,6,8672,1465,28955
Mekong_333434,Mekong,test,6.671164512634279,6,0,692,28,3700,6972,0,507,202,305,1218,346,872,0,0,0,0,0,0,39,13,26,11398,1764,1520
Mekong_342411,Mekong,test,8.49183921813965,0,0,577,584,2318,3289,0,882,424,458,2671,1621,1050,0,0,0,0,0,0,213,83,130,6768,3766,25148
Mekong_382276,Mekong,test,3.1673438549041752,0,0,12,104,36,1395,0,22,16,6,870,667,203,0,0,0,0,0,0,64,61,3,1547,956,8852
Mekong_424793,Mekong,test,17.548896789550785,0,0,2984,94,866,2062,0,367,140,227,700,435,265,0,0,0,0,0,0,61,19,42,6006,1128,2875
Mekong_45934,Mekong,test,3.68872768878937,0,0,20,162,500,1743,0,85,26,59,59,17,42,0,0,0,0,0,0,11,5,6,2425,155,141
Mekong_474783,Mekong,test,4.6503057956695555,0,2,129,154,13995,1295,0,2021,527,1494,40,2,38,18,6,12,0,0,0,46,13,33,15575,2125,3655
Mekong_52610,Mekong,test,4.232730770111084,4,15,75,55,87,1928,0,1742,1025,717,23439,12603,10836,80,61,19,0,0,0,277,206,71,2164,25538,185135
Mekong_596495,Mekong,test,2.923615002632141,186,169,142,286,3847,2371,0,903,479,424,6349,2953,3396,828,351,477,7,0,7,375,217,158,7001,8462,168681
Mekong_774566,Mekong,test,5.148873615264896,107,117,423,362,21333,3341,0,1301,471,830,3303,851,2452,1488,424,1064,10,0,10,250,109,141,25683,6352,70691
Mekong_846007,Mekong,test,13.151223278045656,0,0,3241,222,840,2062,0,105,73,32,763,337,426,0,0,0,0,0,0,35,25,10,6365,903,6632
Mekong_922373,Mekong,test,8.8015513420105,0,2,781,80,1277,2009,0,7938,1818,6120,23537,7029,16508,8,5,3,2,0,2,615,309,306,4149,32100,87665
Mekong_977338,Mekong,test,6.21863594055176,1901,754,395,7,565,1486,0,4,4,0,1076,306,770,814,384,430,0,0,0,20,11,9,5108,1914,63653
Mekong_98310,Mekong,test,4.316508054733277,432,52,111,510,9076,4294,0,432,168,264,2055,645,1410,684,279,405,9,1,8,257,126,131,14475,3437,82230
