chip,event,threshold_db,all_iou,all_recall,all_precision,all_n_pos,cropland_iou,cropland_recall,cropland_precision,cropland_n_pos,open_water_iou,open_water_recall,open_water_precision,open_water_n_pos,vegetation_iou,vegetation_recall,vegetation_precision,vegetation_n_pos
Bolivia_103757,Bolivia,-11.9140625,0.7765435828317803,0.9449974548950851,0.8133031542056075,35362,nan,nan,nan,0,nan,nan,nan,0,0.7765435828317803,0.9449974548950851,0.8133031542056075,35362
Bolivia_129334,Bolivia,-11.9140625,0.8473855729426617,0.9246925999730885,0.9101998082647964,156067,nan,nan,nan,0,0.9345263157894736,0.9706975727093812,0.9616551126516465,4573,0.8448849073939746,0.9232816989794234,0.9086777880352105,151385
Bolivia_195474,Bolivia,-11.9140625,0.03191881918819188,0.3346228239845261,0.03408195429472025,1551,nan,nan,nan,0,nan,nan,nan,0,0.031920782335937016,0.3346228239845261,0.03408419255270244,1551
Bolivia_23014,Bolivia,-11.9140625,0.473145285935085,0.9443444730077121,0.48671745611129513,7780,nan,nan,nan,0,0.9449294828744124,0.9564921821889871,0.9873684210526316,7355,0.015319800842589047,0.5405405405405406,0.015521924718665115,222
Bolivia_233925,Bolivia,-11.9140625,0.0,0.0,0.0,1,nan,nan,nan,0,nan,nan,nan,0,0.0,0.0,0.0,1
Bolivia_242570,Bolivia,-11.9140625,0.2763415566808422,0.8720836685438456,0.28801584521926066,27346,0.09523809523809523,0.3076923076923077,0.12121212121212122,13,0.9231177094379639,0.9901421800947867,0.931680342490189,5275,0.21556071708137103,0.8349736554329457,0.22515313576474058,20118
Bolivia_290290,Bolivia,-11.9140625,0.31315240083507306,0.6091679780699528,0.39188792005486434,19699,nan,nan,nan,0,0.9613686534216336,0.9880884855360181,0.972640982691234,1763,0.27931100899760614,0.5697367682550373,0.35397705478257835,17817
Bolivia_294583,Bolivia,-11.9140625,0.6492194256064813,0.9504264392324094,0.6719743722617422,15008,nan,nan,nan,0,0.8733884042306802,0.989590622813156,0.8814866760168303,11432,0.2823827936201063,0.790595399188092,0.3052109181141439,2956
Bolivia_312675,Bolivia,-11.9140625,0.3085291113381001,0.6309138381201045,0.37648011965598904,9575,nan,nan,nan,0,0.0,nan,0.0,0,0.3089393474480925,0.6309797367871318,0.37706759877660573,9574
Bolivia_314919,Bolivia,-11.9140625,0.7544888798204448,0.8838045842395851,0.837570925399504,83678,nan,nan,nan,0,0.9316901408450704,0.9814540059347181,0.9483870967741935,1348,0.7518220932040848,0.8822985485028775,0.8356322236434243,82191
Bolivia_360519,Bolivia,-11.9140625,0.014995715509854327,0.5072463768115942,0.015217391304347827,414,0.4444444444444444,0.6666666666666666,0.5714285714285714,6,nan,nan,nan,0,0.014600629831090752,0.5112781954887218,0.014807287508165784,399
Bolivia_379434,Bolivia,-11.9140625,0.2020091987412249,0.4640407784986098,0.2634847129400621,10790,0.42857142857142855,1.0,0.42857142857142855,3,0.42344706911636043,0.5084033613445378,0.717037037037037,952,0.18983922829581992,0.45499383477188654,0.24571333444314966,9732
Bolivia_432776,Bolivia,-11.9140625,0.7210019312655607,0.8590061681336197,0.8177799477448471,72145,nan,nan,nan,0,0.9840804356933389,0.9944961896697714,0.989469250210615,2362,0.7134267576955324,0.8544296534312601,0.8121403834092334,69712
